Position,Track Name,Artist,date,region,id
13,Cheirosa - Ao Vivo,Jorge & Mateus,2019-11-24,br,2PWjKmjyTZeDpmOUa3a5da
14,ROXANNE,Arizona Zervas,2019-11-24,br,696DnlkuDOXcMAnKlTgXXK
15,Complicado,Vitão,2019-11-24,br,52vPpP2gEYaBROIS77J38P
16,"Eu Sempre Te Amarei (Raça, Amor E Paixão) [Remix Funk]",Grupo Manto Sagrado,2019-11-24,br,4ZtO6xOVcwDnCkn5Hf6W9j
17,No Baile Nós É Mídia,DJ Henrique da VK,2019-11-24,br,2SfBmQExwL1AnjWCBPL7UZ
18,RITMO (Bad Boys For Life),The Black Eyed Peas,2019-11-24,br,6cy3ki60hLwimwIje7tALf
19,Uma Vez Flamengo,Junior,2019-11-24,br,3kWKBigJWRN2UMVGY3cD23
20,Love Songs - Bonus,Kaash Paige,2019-11-24,br,6qL5UWxRSQYml9O99ozoLv
21,Amor de Fim de Noite,Orochi,2019-11-24,br,0nDnvGagGAQP5vpgCyS5yH
22,Dance Monkey,Tones and I,2019-11-24,br,1rgnBhdG2JDFTbYkYRZAku
23,Gaiola É o Troco,MC Du Black,2019-11-24,br,3Uq45ipGutypFPmETfaoaH
24,Vai Piranha,Wertinho Vilão,2019-11-24,br,6c1QvlHIMuThutDTCLEzwS
25,Empurra Empurra,Mc Dricka,2019-11-24,br,2OFO6Zws6Pxo5p0J7SmkOp
26,Água Rosa,DJ PH DA SERRA,2019-11-24,br,7gDtKPMPSw2ov5DQ0LSpwX
27,Coisas Leves,BlakkClout,2019-11-24,br,7uw2mvsl3B7AiNnuV9pkKZ
28,Nike Bolha,Danzo,2019-11-24,br,4ZUZ08cPAVeWBVBFjT61Gh
29,Entrou pra turma,MC Matheuzinho,2019-11-24,br,2AFo3wcypAuhAZxHg7NWcc
30,Buttercup,Jack Stauber,2019-11-24,br,2mlGPkAx4kwF8Df0GlScsC
31,Parabéns,Pabllo Vittar,2019-11-24,br,6X0XdIcgwfVa9orJnDMQB0
32,Aí Eu Bebo - Ao Vivo,Maiara & Maraisa,2019-11-24,br,6lK3nCiigk34SGqEjpQoqO
33,Mantém,WIU,2019-11-24,br,17rF54WvGGqPVxDheq8PP8
34,Chama Ela (feat. Pedro Sampaio),Lexa,2019-11-24,br,14kRWkCWBYfQqILflEcpSJ
35,Relógio Parado - Ao Vivo,Diego & Arnaldo,2019-11-24,br,5n8Y78Pl5q8lqS7sJP61qw
36,Não Me Sinto Mal Mais,Sidoka,2019-11-24,br,563yuGweEqRVQtjfsDVRyK
37,Surtada - Versão Funk,DJ Dollynho Da Lapa,2019-11-24,br,450ngaSmjQMdJFVzCADNQB
38,Legends,Now United,2019-11-24,br,491kWEsi6zxZAJAYuRJBR2
39,Sobrou Silêncio,Rashid,2019-11-24,br,7renp4NlDhhpvU3ejH16G0
40,Candy,Doja Cat,2019-11-24,br,1VJwtWR6z7SpZRwipI12be
41,Botadona,Maneiro Na Voz,2019-11-24,br,1L4FkMHbsJWmNmXLFtgHmW
42,Lose You To Love Me,Selena Gomez,2019-11-24,br,1HfMVBKM75vxSfsQ5VefZ5
43,Sorte,Hotelo,2019-11-24,br,2uSyV8GhchTOkSRWk16jxp
44,Tiger Preta,Mc Lele JP,2019-11-24,br,4FH2oGJM4RcCKNoKDtHTQb
45,Follow God,Kanye West,2019-11-24,br,2QpGZOhTCHHiKmpSO9FW4h
46,All Day,Now United,2019-11-24,br,3zeq5mYKt6E8NsMWgW0yMR
47,Se Prepara 2,Mc Livinho,2019-11-24,br,0CgMeXQiNYJxPVQ2EMJxdL
48,Trampoline (with ZAYN),SHAED,2019-11-24,br,1iQDltZqI7BXnHrFy4Qo1k
49,Contatinho - Ao Vivo Em São Paulo / 2019,Leo Santana,2019-11-24,br,4RC2nzqaQygxoVQOVv3XlT
50,Baila Conmigo (feat. Kelly Ruiz),Dayvi,2019-11-24,br,4Clmg1g8n2yBYG13Z1oSdG
1,Vem Me Satisfazer,MC Ingryd,2019-11-23,br,63SHcJzckFykS8faA5zojY
2,Yellow Hearts,Ant Saunders,2019-11-23,br,2W4yABdLc4Jnds67Poi5Nl
3,menina solta,Giulia Be,2019-11-23,br,2MOq63fxuFLYQM3CsDcFs1
4,Hino do Flamengo,Orquestra e Coro Cid (Flabanda),2019-11-23,br,2KGYg5LBQKpA4Js8BBcOkn
5,Surtada - Remix Brega Funk,Dadá Boladão,2019-11-23,br,5F8ffc8KWKNawllr5WsW0r
6,Invejoso Me Persegue (feat. DJ DF Sheik) - Remix,DJ VT do Trem Bala,2019-11-23,br,2f5TKtem10rIWJVLZKUIzp
7,Em Dezembro de 81,Canto dos Estádios,2019-11-23,br,6dkh4ByQDG4Uqdt1Zp33Gi
8,S de Saudade,Luíza & Maurílio,2019-11-23,br,3J5Pu25BODMex4Jpy4l6FL
9,Mochila nas Costas / Empurra Empurra,DJ Felipe Único,2019-11-23,br,49N07rRWNp03L2HPCogaF0
10,Cheirosa - Ao Vivo,Jorge & Mateus,2019-11-23,br,2PWjKmjyTZeDpmOUa3a5da
11,ROXANNE,Arizona Zervas,2019-11-23,br,696DnlkuDOXcMAnKlTgXXK
12,Flamengo,DJ Edgar,2019-11-23,br,0gpFoSex3XvufNsTZRUvY6
13,"Em Dezembro de 81 (feat. MC Koringa, Leo Jaime & Dado Dolabella)",Ivo Meirelles,2019-11-23,br,0MDqnicD7uR8ovQIhyEkNS
14,Eu Sou Flamengo,MC Junior,2019-11-23,br,7gDLVrMV7x4anBdCZ52usn
15,Complicado,Vitão,2019-11-23,br,52vPpP2gEYaBROIS77J38P
16,RITMO (Bad Boys For Life),The Black Eyed Peas,2019-11-23,br,6cy3ki60hLwimwIje7tALf
17,Coisas Leves,BlakkClout,2019-11-23,br,7uw2mvsl3B7AiNnuV9pkKZ
18,"Eu Sempre Te Amarei (Raça, Amor E Paixão) [Remix Funk]",Grupo Manto Sagrado,2019-11-23,br,4ZtO6xOVcwDnCkn5Hf6W9j
19,No Baile Nós É Mídia,DJ Henrique da VK,2019-11-23,br,2SfBmQExwL1AnjWCBPL7UZ
20,Amor de Fim de Noite,Orochi,2019-11-23,br,0nDnvGagGAQP5vpgCyS5yH
21,Gaiola É o Troco,MC Du Black,2019-11-23,br,3Uq45ipGutypFPmETfaoaH
22,Dance Monkey,Tones and I,2019-11-23,br,1rgnBhdG2JDFTbYkYRZAku
23,Vai Piranha,Wertinho Vilão,2019-11-23,br,6c1QvlHIMuThutDTCLEzwS
24,Love Songs - Bonus,Kaash Paige,2019-11-23,br,6qL5UWxRSQYml9O99ozoLv
25,Empurra Empurra,Mc Dricka,2019-11-23,br,2OFO6Zws6Pxo5p0J7SmkOp
26,Uma Vez Flamengo,Junior,2019-11-23,br,3kWKBigJWRN2UMVGY3cD23
27,Entrou pra turma,MC Matheuzinho,2019-11-23,br,2AFo3wcypAuhAZxHg7NWcc
28,Buttercup,Jack Stauber,2019-11-23,br,2mlGPkAx4kwF8Df0GlScsC
29,Parabéns,Pabllo Vittar,2019-11-23,br,6X0XdIcgwfVa9orJnDMQB0
30,Aí Eu Bebo - Ao Vivo,Maiara & Maraisa,2019-11-23,br,6lK3nCiigk34SGqEjpQoqO
31,Água Rosa,DJ PH DA SERRA,2019-11-23,br,7gDtKPMPSw2ov5DQ0LSpwX
32,Legends,Now United,2019-11-23,br,491kWEsi6zxZAJAYuRJBR2
33,Mantém,WIU,2019-11-23,br,17rF54WvGGqPVxDheq8PP8
34,Relógio Parado - Ao Vivo,Diego & Arnaldo,2019-11-23,br,5n8Y78Pl5q8lqS7sJP61qw
35,Chama Ela (feat. Pedro Sampaio),Lexa,2019-11-23,br,14kRWkCWBYfQqILflEcpSJ
36,Surtada - Versão Funk,DJ Dollynho Da Lapa,2019-11-23,br,450ngaSmjQMdJFVzCADNQB
37,Lose You To Love Me,Selena Gomez,2019-11-23,br,1HfMVBKM75vxSfsQ5VefZ5
38,Sobrou Silêncio,Rashid,2019-11-23,br,7renp4NlDhhpvU3ejH16G0
39,Não Me Sinto Mal Mais,Sidoka,2019-11-23,br,563yuGweEqRVQtjfsDVRyK
40,Alocao (With Bad Gyal),Omar Montes,2019-11-23,br,6RyuoOJXNzlVWpfC5xQyeI
41,Botadona,Maneiro Na Voz,2019-11-23,br,1L4FkMHbsJWmNmXLFtgHmW
42,Candy,Doja Cat,2019-11-23,br,1VJwtWR6z7SpZRwipI12be
43,Lights Up,Harry Styles,2019-11-23,br,2plLJpUcYPFrl1sW2pMG63
44,Sorte,Hotelo,2019-11-23,br,2uSyV8GhchTOkSRWk16jxp
45,Follow God,Kanye West,2019-11-23,br,2QpGZOhTCHHiKmpSO9FW4h
46,Trampoline (with ZAYN),SHAED,2019-11-23,br,1iQDltZqI7BXnHrFy4Qo1k
47,Kallidade,Kalli,2019-11-23,br,2G7vVF2QPQtlnQ7EQntij8
48,Contatinho - Ao Vivo Em São Paulo / 2019,Leo Santana,2019-11-23,br,4RC2nzqaQygxoVQOVv3XlT
49,Summer In The City,Now United,2019-11-23,br,5CPtogp3mli5u0KQWTkki1
50,Tiger Preta,Mc Lele JP,2019-11-23,br,4FH2oGJM4RcCKNoKDtHTQb
1,Vem Me Satisfazer,MC Ingryd,2019-11-22,br,63SHcJzckFykS8faA5zojY
2,Yellow Hearts,Ant Saunders,2019-11-22,br,2W4yABdLc4Jnds67Poi5Nl
3,menina solta,Giulia Be,2019-11-22,br,2MOq63fxuFLYQM3CsDcFs1
4,Surtada - Remix Brega Funk,Dadá Boladão,2019-11-22,br,5F8ffc8KWKNawllr5WsW0r
5,Invejoso Me Persegue (feat. DJ DF Sheik) - Remix,DJ VT do Trem Bala,2019-11-22,br,2f5TKtem10rIWJVLZKUIzp
6,S de Saudade,Luíza & Maurílio,2019-11-22,br,3J5Pu25BODMex4Jpy4l6FL
7,Cheirosa - Ao Vivo,Jorge & Mateus,2019-11-22,br,2PWjKmjyTZeDpmOUa3a5da
8,Mochila nas Costas / Empurra Empurra,DJ Felipe Único,2019-11-22,br,49N07rRWNp03L2HPCogaF0
9,ROXANNE,Arizona Zervas,2019-11-22,br,696DnlkuDOXcMAnKlTgXXK
10,Coisas Leves,BlakkClout,2019-11-22,br,7uw2mvsl3B7AiNnuV9pkKZ
11,Complicado,Vitão,2019-11-22,br,52vPpP2gEYaBROIS77J38P
12,RITMO (Bad Boys For Life),The Black Eyed Peas,2019-11-22,br,6cy3ki60hLwimwIje7tALf
13,Amor de Fim de Noite,Orochi,2019-11-22,br,0nDnvGagGAQP5vpgCyS5yH
14,Gaiola É o Troco,MC Du Black,2019-11-22,br,3Uq45ipGutypFPmETfaoaH
15,Vai Piranha,Wertinho Vilão,2019-11-22,br,6c1QvlHIMuThutDTCLEzwS
16,Entrou pra turma,MC Matheuzinho,2019-11-22,br,2AFo3wcypAuhAZxHg7NWcc
17,No Baile Nós É Mídia,DJ Henrique da VK,2019-11-22,br,2SfBmQExwL1AnjWCBPL7UZ
18,Dance Monkey,Tones and I,2019-11-22,br,1rgnBhdG2JDFTbYkYRZAku
19,Empurra Empurra,Mc Dricka,2019-11-22,br,2OFO6Zws6Pxo5p0J7SmkOp
20,Legends,Now United,2019-11-22,br,491kWEsi6zxZAJAYuRJBR2
21,Parabéns,Pabllo Vittar,2019-11-22,br,6X0XdIcgwfVa9orJnDMQB0
22,Buttercup,Jack Stauber,2019-11-22,br,2mlGPkAx4kwF8Df0GlScsC
23,Chama Ela (feat. Pedro Sampaio),Lexa,2019-11-22,br,14kRWkCWBYfQqILflEcpSJ
24,Mantém,WIU,2019-11-22,br,17rF54WvGGqPVxDheq8PP8
25,Botadona,Maneiro Na Voz,2019-11-22,br,1L4FkMHbsJWmNmXLFtgHmW
26,Aí Eu Bebo - Ao Vivo,Maiara & Maraisa,2019-11-22,br,6lK3nCiigk34SGqEjpQoqO
27,Relógio Parado - Ao Vivo,Diego & Arnaldo,2019-11-22,br,5n8Y78Pl5q8lqS7sJP61qw
28,Kallidade,Kalli,2019-11-22,br,2G7vVF2QPQtlnQ7EQntij8
29,Love Songs - Bonus,Kaash Paige,2019-11-22,br,6qL5UWxRSQYml9O99ozoLv
30,Água Rosa,DJ PH DA SERRA,2019-11-22,br,7gDtKPMPSw2ov5DQ0LSpwX
31,Não Me Sinto Mal Mais,Sidoka,2019-11-22,br,563yuGweEqRVQtjfsDVRyK
32,Trampoline (with ZAYN),SHAED,2019-11-22,br,1iQDltZqI7BXnHrFy4Qo1k
33,Tiger Preta,Mc Lele JP,2019-11-22,br,4FH2oGJM4RcCKNoKDtHTQb
34,Lose You To Love Me,Selena Gomez,2019-11-22,br,1HfMVBKM75vxSfsQ5VefZ5
35,Surtada - Versão Funk,DJ Dollynho Da Lapa,2019-11-22,br,450ngaSmjQMdJFVzCADNQB
36,Sobrou Silêncio,Rashid,2019-11-22,br,7renp4NlDhhpvU3ejH16G0
37,Lights Up,Harry Styles,2019-11-22,br,2plLJpUcYPFrl1sW2pMG63
38,Contatinho - Ao Vivo Em São Paulo / 2019,Leo Santana,2019-11-22,br,4RC2nzqaQygxoVQOVv3XlT
39,Follow God,Kanye West,2019-11-22,br,2QpGZOhTCHHiKmpSO9FW4h
40,Candy,Doja Cat,2019-11-22,br,1VJwtWR6z7SpZRwipI12be
41,Alocao (With Bad Gyal),Omar Montes,2019-11-22,br,6RyuoOJXNzlVWpfC5xQyeI
42,Sorte,Hotelo,2019-11-22,br,2uSyV8GhchTOkSRWk16jxp
43,Summer In The City,Now United,2019-11-22,br,5CPtogp3mli5u0KQWTkki1
44,All Day,Now United,2019-11-22,br,3zeq5mYKt6E8NsMWgW0yMR
45,Who Would Think That Love?,Now United,2019-11-22,br,6nzp3cDYduF6UGjZb1ry3t
46,Já Que Me Ensinou a Beber,Patrões da Pisadinha,2019-11-22,br,7ygAuu564iNvGnB5goDRCQ
47,Se Prepara 2,Mc Livinho,2019-11-22,br,0CgMeXQiNYJxPVQ2EMJxdL
48,Baila Conmigo (feat. Kelly Ruiz),Dayvi,2019-11-22,br,4Clmg1g8n2yBYG13Z1oSdG
49,Lose Control,MEDUZA,2019-11-22,br,7CHi4DtfK4heMlQaudCuHK
50,Nike Dunk,IceBoy015,2019-11-22,br,2PWx4Gwz40dLHH0J5nj0gj
Position,Track Name,Artist,date,region,id
1,Yellow Hearts,Ant Saunders,2019-11-25,au,2W4yABdLc4Jnds67Poi5Nl
2,ROXANNE,Arizona Zervas,2019-11-25,au,696DnlkuDOXcMAnKlTgXXK
3,ok boomer,Peter Kuli,2019-11-25,au,0VdzNP9LFAMAWKjMpBDJ4B
4,Braindead,Piero Pirupa,2019-11-25,au,1wO8SDfVu6xHB1tpprnGja
5,Falling,Trevor Daniel,2019-11-25,au,4TnjEaWOeW0eKTKIEvJyCa
6,Misunderstood,Youngn Lipz,2019-11-25,au,0aZMdAA6pg0IdH1r9MF5sT
7,Don't Start Now,Dua Lipa,2019-11-25,au,6WrI0LAC5M1Rw2MnX2ZvEg
8,Take Your Man,Mahogany Lox,2019-11-25,au,1CF5kzz5XDBAL24wtVyyTJ
9,Say Less,Lisi,2019-11-25,au,1srFoNCknHTaIU1s4sStxy
10,If The World Was Ending (feat. Julia Michaels),JP Saxe,2019-11-25,au,2kJwzbxV2ppxnQoYw4GLBZ
11,Purple Hat,Sofi Tukker,2019-11-25,au,6WiGRFQfx2qw49MA7OeDYK
12,Pump It Up,Endor,2019-11-25,au,0GiwV6v3AgJfdu59tj719Y
13,Ride It,Regard,2019-11-25,au,2tnVG71enUj33Ic2nFN6kZ
14,VOICES (feat. XXXTENTACION),Skye,2019-11-25,au,2Yr2BzqNDpIh0YQcnFqM09
15,Turn Me On (feat. Vula),Riton,2019-11-25,au,0qaWEvPkts34WF68r8Dzx9
16,Lose Control,MEDUZA,2019-11-25,au,7CHi4DtfK4heMlQaudCuHK
17,Good Morning,Mak Sauce,2019-11-25,au,3XuoyFromotNqDFl6vzwC6
18,Love Songs - Bonus,Kaash Paige,2019-11-25,au,6qL5UWxRSQYml9O99ozoLv
19,Move Your Body,Marshall Jefferson,2019-11-25,au,3YXIVMQLRRq2K7kxC7UYx6
20,boy with the winfields and the wild heart,flowerkid,2019-11-25,au,3wtgAhO0Jo2MDdpwlJEOSg
21,Lose You To Love Me,Selena Gomez,2019-11-25,au,1HfMVBKM75vxSfsQ5VefZ5
22,Memories,Maroon 5,2019-11-25,au,2b8fOow8UzyDFAE27YhOZM
23,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,2019-11-25,au,07Oz5StQ7GRoygNLaXs2pd
24,Heart On Ice,Rod Wave,2019-11-25,au,6fWa5CRgy0z30OeGZyMBvD
25,Candy,Doja Cat,2019-11-25,au,1VJwtWR6z7SpZRwipI12be
26,Taste (Make It Shake) (Remix feat. Hooligan Hefs & Nerve),Aitch,2019-11-25,au,0BpyJhqMi4NQHJzWFocgz0
27,Dance Monkey,Tones and I,2019-11-25,au,1rgnBhdG2JDFTbYkYRZAku
28,Eyes. Lips. Face.,iLL Wayno,2019-11-25,au,5sGb7vB83MhpdZsx1tEIYH
29,Roses - Imanbek Remix,SAINt JHN,2019-11-25,au,24Yi9hE78yPEbZ4kxyoXAI
30,RITMO (Bad Boys For Life),The Black Eyed Peas,2019-11-25,au,6cy3ki60hLwimwIje7tALf
31,hot girl bummer,blackbear,2019-11-25,au,7aiClxsDWFRQ0Kzk5KI5ku
32,Trampoline (with ZAYN),SHAED,2019-11-25,au,1iQDltZqI7BXnHrFy4Qo1k
33,Sorry,Joel Corry,2019-11-25,au,6y1UtRcHQU07aUs3oxZ8Yn
34,Hell N Back,Bakar,2019-11-25,au,3NRql0A1Ef4RCvT473iqgD
35,90mh,Trefuego,2019-11-25,au,7nduUhUmzj9IdkvFmdtO7g
36,Used To Love (with Dean Lewis),Martin Garrix,2019-11-25,au,7pWK1kMgHy5lNNiIfuRbkP
37,Last Supper,D Smoke,2019-11-25,au,4vFpwBCCKgzHlw8U48MYdS
38,Pretty Face,King Staccz,2019-11-25,au,6CDN3ev8Rtq9RnHdnb7H24
39,Dominos,Northeast Party House,2019-11-25,au,0jlO3IWUXvPDmxVUkNZvU6
40,STUPID (feat. Yung Baby Tate),Ashnikko,2019-11-25,au,6qNB2ChCVPepl5ZjVJJTUW
41,Rushing Back,Flume,2019-11-25,au,2zoNNEAyPK2OGDfajardlY
42,"One Beer (HARDY feat. Lauren Alaina, Devin Dawson)",HIXTAPE,2019-11-25,au,5FmvaZGd6fulojSToozLRD
43,Kiss and Tell,AJ Tracey,2019-11-25,au,29Y1hEc0NSxvFylHFV8W9e
44,Paradise,Golden Features,2019-11-25,au,2xbh5NWAm6zjfeZg3yrwbO
45,For My Daughter,Kane Brown,2019-11-25,au,2moC0T4mGwmP8dUDostr2g
46,"10,000 Hours (with Justin Bieber)",Dan + Shay,2019-11-25,au,2wrJq5XKLnmhRXHIAf9xBa
47,Who's Real?,Hooligan Hefs,2019-11-25,au,7cPpt0uzaPKsIACFp58sYa
48,You Calling My Name,GOT7,2019-11-25,au,6f4wghlwYWGLqGEIKc6HDQ
49,July,Noah Cyrus,2019-11-25,au,5a6pdCHlWS2ekOOQ70QnAr
50,shining on my ex,bbno$,2019-11-25,au,1IhMuuTCpO0K7BM2MmIZ0w
1,Yellow Hearts,Ant Saunders,2019-11-24,au,2W4yABdLc4Jnds67Poi5Nl
2,ROXANNE,Arizona Zervas,2019-11-24,au,696DnlkuDOXcMAnKlTgXXK
3,ok boomer,Peter Kuli,2019-11-24,au,0VdzNP9LFAMAWKjMpBDJ4B
4,Braindead,Piero Pirupa,2019-11-24,au,1wO8SDfVu6xHB1tpprnGja
5,Misunderstood,Youngn Lipz,2019-11-24,au,0aZMdAA6pg0IdH1r9MF5sT
6,Falling,Trevor Daniel,2019-11-24,au,4TnjEaWOeW0eKTKIEvJyCa
7,Say Less,Lisi,2019-11-24,au,1srFoNCknHTaIU1s4sStxy
8,Take Your Man,Mahogany Lox,2019-11-24,au,1CF5kzz5XDBAL24wtVyyTJ
9,boy with the winfields and the wild heart,flowerkid,2019-11-24,au,3wtgAhO0Jo2MDdpwlJEOSg
10,Pump It Up,Endor,2019-11-24,au,0GiwV6v3AgJfdu59tj719Y
11,Purple Hat,Sofi Tukker,2019-11-24,au,6WiGRFQfx2qw49MA7OeDYK
12,If The World Was Ending (feat. Julia Michaels),JP Saxe,2019-11-24,au,2kJwzbxV2ppxnQoYw4GLBZ
13,Ride It,Regard,2019-11-24,au,2tnVG71enUj33Ic2nFN6kZ
14,Lose You To Love Me,Selena Gomez,2019-11-24,au,1HfMVBKM75vxSfsQ5VefZ5
15,Lose Control,MEDUZA,2019-11-24,au,7CHi4DtfK4heMlQaudCuHK
16,Love Songs - Bonus,Kaash Paige,2019-11-24,au,6qL5UWxRSQYml9O99ozoLv
17,Last Supper,D Smoke,2019-11-24,au,4vFpwBCCKgzHlw8U48MYdS
18,Good Morning,Mak Sauce,2019-11-24,au,3XuoyFromotNqDFl6vzwC6
19,Eyes. Lips. Face.,iLL Wayno,2019-11-24,au,5sGb7vB83MhpdZsx1tEIYH
20,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,2019-11-24,au,07Oz5StQ7GRoygNLaXs2pd
21,Turn Me On (feat. Vula),Riton,2019-11-24,au,0qaWEvPkts34WF68r8Dzx9
22,Move Your Body,Marshall Jefferson,2019-11-24,au,3YXIVMQLRRq2K7kxC7UYx6
23,Memories,Maroon 5,2019-11-24,au,2b8fOow8UzyDFAE27YhOZM
24,90mh,Trefuego,2019-11-24,au,7nduUhUmzj9IdkvFmdtO7g
25,Heart On Ice,Rod Wave,2019-11-24,au,6fWa5CRgy0z30OeGZyMBvD
26,Candy,Doja Cat,2019-11-24,au,1VJwtWR6z7SpZRwipI12be
27,RITMO (Bad Boys For Life),The Black Eyed Peas,2019-11-24,au,6cy3ki60hLwimwIje7tALf
28,Hell N Back,Bakar,2019-11-24,au,3NRql0A1Ef4RCvT473iqgD
29,Trampoline (with ZAYN),SHAED,2019-11-24,au,1iQDltZqI7BXnHrFy4Qo1k
30,Dance Monkey,Tones and I,2019-11-24,au,1rgnBhdG2JDFTbYkYRZAku
31,Sorry,Joel Corry,2019-11-24,au,6y1UtRcHQU07aUs3oxZ8Yn
32,hot girl bummer,blackbear,2019-11-24,au,7aiClxsDWFRQ0Kzk5KI5ku
33,Be Gone Thot!,LIL MAYO,2019-11-24,au,3G47RiG2PrvEVo4panDHi9
34,Roses - Imanbek Remix,SAINt JHN,2019-11-24,au,24Yi9hE78yPEbZ4kxyoXAI
35,Recovery,Mason Watts,2019-11-24,au,4FVRHeDL5DfgarcD6DDiZ2
36,Somebody,Internet Money,2019-11-24,au,735RSTb2xbtWbDtKD9XDYi
37,Pretty Face,King Staccz,2019-11-24,au,6CDN3ev8Rtq9RnHdnb7H24
38,Follow God,Kanye West,2019-11-24,au,2QpGZOhTCHHiKmpSO9FW4h
39,STUPID (feat. Yung Baby Tate),Ashnikko,2019-11-24,au,6qNB2ChCVPepl5ZjVJJTUW
40,Paradise,Golden Features,2019-11-24,au,2xbh5NWAm6zjfeZg3yrwbO
41,"10,000 Hours (with Justin Bieber)",Dan + Shay,2019-11-24,au,2wrJq5XKLnmhRXHIAf9xBa
42,Rushing Back,Flume,2019-11-24,au,2zoNNEAyPK2OGDfajardlY
43,So Easy,Triple One,2019-11-24,au,74rluVXirwea83JzfkbjmQ
44,Stuck In A Dream (feat. Gunna),Lil Mosey,2019-11-24,au,7iHHxY2NLlJRAmlAmC4ahQ
45,Better Than Ever,Flight Facilities,2019-11-24,au,4dkMqDjuN7r9mOYpJtEUGt
46,Find an Island,BENEE,2019-11-24,au,4Ve0Jx7MXjU4aPrFHJRZK7
47,Splish Splash,Horizon,2019-11-24,au,6VNZHIFk6fahgQtxICATOl
48,July,Noah Cyrus,2019-11-24,au,5a6pdCHlWS2ekOOQ70QnAr
49,Silver,DMA'S,2019-11-24,au,5hkKrz9fRlk5suRAxoV0Co
50,Trigger,Major Lazer,2019-11-24,au,0Z26mbSHJ1dkUu7g9DDgif
1,Yellow Hearts,Ant Saunders,2019-11-23,au,2W4yABdLc4Jnds67Poi5Nl
2,ROXANNE,Arizona Zervas,2019-11-23,au,696DnlkuDOXcMAnKlTgXXK
3,Braindead,Piero Pirupa,2019-11-23,au,1wO8SDfVu6xHB1tpprnGja
4,ok boomer,Peter Kuli,2019-11-23,au,0VdzNP9LFAMAWKjMpBDJ4B
5,Misunderstood,Youngn Lipz,2019-11-23,au,0aZMdAA6pg0IdH1r9MF5sT
6,Falling,Trevor Daniel,2019-11-23,au,4TnjEaWOeW0eKTKIEvJyCa
7,Take Your Man,Mahogany Lox,2019-11-23,au,1CF5kzz5XDBAL24wtVyyTJ
8,Say Less,Lisi,2019-11-23,au,1srFoNCknHTaIU1s4sStxy
9,boy with the winfields and the wild heart,flowerkid,2019-11-23,au,3wtgAhO0Jo2MDdpwlJEOSg
10,Purple Hat,Sofi Tukker,2019-11-23,au,6WiGRFQfx2qw49MA7OeDYK
11,If The World Was Ending (feat. Julia Michaels),JP Saxe,2019-11-23,au,2kJwzbxV2ppxnQoYw4GLBZ
12,Pump It Up,Endor,2019-11-23,au,0GiwV6v3AgJfdu59tj719Y
13,Ride It,Regard,2019-11-23,au,2tnVG71enUj33Ic2nFN6kZ
14,Lose You To Love Me,Selena Gomez,2019-11-23,au,1HfMVBKM75vxSfsQ5VefZ5
15,Lose Control,MEDUZA,2019-11-23,au,7CHi4DtfK4heMlQaudCuHK
16,Last Supper,D Smoke,2019-11-23,au,4vFpwBCCKgzHlw8U48MYdS
17,Love Songs - Bonus,Kaash Paige,2019-11-23,au,6qL5UWxRSQYml9O99ozoLv
18,Move Your Body,Marshall Jefferson,2019-11-23,au,3YXIVMQLRRq2K7kxC7UYx6
19,Turn Me On (feat. Vula),Riton,2019-11-23,au,0qaWEvPkts34WF68r8Dzx9
20,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,2019-11-23,au,07Oz5StQ7GRoygNLaXs2pd
21,Eyes. Lips. Face.,iLL Wayno,2019-11-23,au,5sGb7vB83MhpdZsx1tEIYH
22,90mh,Trefuego,2019-11-23,au,7nduUhUmzj9IdkvFmdtO7g
23,Memories,Maroon 5,2019-11-23,au,2b8fOow8UzyDFAE27YhOZM
24,Heart On Ice,Rod Wave,2019-11-23,au,6fWa5CRgy0z30OeGZyMBvD
25,RITMO (Bad Boys For Life),The Black Eyed Peas,2019-11-23,au,6cy3ki60hLwimwIje7tALf
26,Candy,Doja Cat,2019-11-23,au,1VJwtWR6z7SpZRwipI12be
27,Trampoline (with ZAYN),SHAED,2019-11-23,au,1iQDltZqI7BXnHrFy4Qo1k
28,Dance Monkey,Tones and I,2019-11-23,au,1rgnBhdG2JDFTbYkYRZAku
29,Sorry,Joel Corry,2019-11-23,au,6y1UtRcHQU07aUs3oxZ8Yn
30,Hell N Back,Bakar,2019-11-23,au,3NRql0A1Ef4RCvT473iqgD
31,hot girl bummer,blackbear,2019-11-23,au,7aiClxsDWFRQ0Kzk5KI5ku
32,Roses - Imanbek Remix,SAINt JHN,2019-11-23,au,24Yi9hE78yPEbZ4kxyoXAI
33,STUPID (feat. Yung Baby Tate),Ashnikko,2019-11-23,au,6qNB2ChCVPepl5ZjVJJTUW
34,Be Gone Thot!,LIL MAYO,2019-11-23,au,3G47RiG2PrvEVo4panDHi9
35,Follow God,Kanye West,2019-11-23,au,2QpGZOhTCHHiKmpSO9FW4h
36,Somebody,Internet Money,2019-11-23,au,735RSTb2xbtWbDtKD9XDYi
37,"10,000 Hours (with Justin Bieber)",Dan + Shay,2019-11-23,au,2wrJq5XKLnmhRXHIAf9xBa
38,Paradise,Golden Features,2019-11-23,au,2xbh5NWAm6zjfeZg3yrwbO
